srcip,dstip,srcport,dstport,proto,td,pkt,byt,label
3232261223,146447787,46294,20916,tcp,2.998807,3.0,0.0,1
3232261223,3007810013,58378,8080,tcp,2.998678,3.0,0.0,1
3232261223,2680980669,34497,2323,tcp,2.998335,3.0,0.0,1
3232261223,2977208302,40138,2323,tcp,2.998784,3.0,0.0,1
3232261223,3556038354,40216,8080,tcp,2.998754,3.0,0.0,1
3232261223,1107935801,42091,23,tcp,2.998745,3.0,0.0,1
3232261223,633038892,123,123,udp,0.026526,1.0,48.0,1
3232261223,3487781998,54300,2323,tcp,2.999035,3.0,0.0,1
3232261223,1610089027,43589,26535,tcp,0.055219,1.0,0.0,1
3232261223,1477849863,45440,23,tcp,2.999307,3.0,0.0,1
3232261223,94089751,58667,9527,tcp,2.99829,3.0,0.0,1
3232261223,1370500564,41160,2323,tcp,2.998808,3.0,0.0,1
3232261223,3664383426,53201,23,tcp,2.99855,3.0,0.0,1
3232261223,1864870953,51598,8080,tcp,2.998558,3.0,0.0,1
3232261223,852341422,54814,23,tcp,2.99854,3.0,0.0,1
3232261223,2818014857,53944,2323,tcp,2.998737,3.0,0.0,1
3232261223,864344156,33317,23,tcp,2.999037,3.0,0.0,1
3232261223,1635065545,39460,23,tcp,2.999287,3.0,0.0,1
3232261223,3009918196,34342,23,tcp,2.999051,3.0,0.0,1
3232261223,1995054584,54372,23,tcp,2.99906,3.0,0.0,1
3232261223,2481415173,123,123,udp,0.001249,1.0,48.0,1
3232261223,1011158892,60907,8080,tcp,2.998788,3.0,0.0,1
3232261223,1091600418,40423,23,tcp,2.998558,3.0,0.0,1
3232261223,1826447583,51014,8080,tcp,2.998785,3.0,0.0,1
3232261223,873217422,44552,2323,tcp,2.999034,3.0,0.0,1
3232261223,834809811,41559,23,tcp,2.998533,3.0,0.0,1
3232261223,1561333322,52919,23,tcp,2.999344,3.0,0.0,1
3232261223,1640306065,38153,23,tcp,2.999373,3.0,0.0,1
3232261223,1098641607,54201,23,tcp,2.998521,3.0,0.0,1
3232261223,1492499659,60320,23,tcp,2.99889,3.0,0.0,1
3232261223,3329394944,34008,23,tcp,2.998876,3.0,0.0,1
3232261223,3380201196,51971,9527,tcp,2.998472,3.0,0.0,1
3232261223,965643193,42232,23,tcp,2.99891,3.0,0.0,1
3232261223,1003138748,43182,8080,tcp,2.999114,3.0,0.0,1
3232261223,1728597664,58219,23,tcp,2.999359,3.0,0.0,1
3232261223,291613461,33587,2323,tcp,2.998874,3.0,0.0,1
3232261223,720336395,39537,23,tcp,2.999116,3.0,0.0,1
3232261223,2458442470,34731,23,tcp,2.998514,3.0,0.0,1
3232261223,2435443581,52281,23,tcp,2.998761,3.0,0.0,1
3232261223,2829557386,36913,8080,tcp,2.998772,3.0,0.0,1
3232261223,3283707224,39935,23,tcp,2.998808,3.0,0.0,1
3232261223,2523005063,52170,8080,tcp,2.999307,3.0,0.0,1
3232261223,2162464718,39090,23,tcp,2.998576,3.0,0.0,1
3232261223,2471821751,43365,8080,tcp,2.999274,3.0,0.0,1
3232261223,635454744,40254,2323,tcp,2.999298,3.0,0.0,1
3232261223,3214592150,56533,8080,tcp,2.998653,3.0,0.0,1
3232261223,1012984675,40192,23,tcp,0.271846,1.0,0.0,1
3232261223,3323947718,32921,2323,tcp,2.999166,3.0,0.0,1
3232261223,1596233865,39207,8080,tcp,2.998641,3.0,0.0,1
3232261223,1543824933,52899,8080,tcp,2.998616,3.0,0.0,1
3232261223,1377620632,58930,2323,tcp,2.998642,3.0,0.0,1
3232261223,754282204,35715,56786,tcp,2.998612,3.0,0.0,1
3232261223,656450984,60391,23,tcp,2.99936,3.0,0.0,1
3232261223,1507710594,123,123,udp,0.003747,1.0,48.0,1
3232261223,2465717949,50433,23,tcp,2.998751,3.0,0.0,1
3232261223,2272346674,49926,23,tcp,2.998986,3.0,0.0,1
3232261223,88049632,36136,23,tcp,2.998738,3.0,0.0,1
3232261223,3069755305,52388,23,tcp,2.998735,3.0,0.0,1
3232261223,146116919,47561,23,tcp,2.998511,3.0,0.0,1
3232261223,2481415173,123,123,udp,0.00098,1.0,48.0,1
3232261223,3076257927,48911,8080,tcp,2.998793,3.0,0.0,1
3232261223,1565960079,46893,23,tcp,2.999053,3.0,0.0,1
3232261223,1440534865,37415,23,tcp,0.043976,1.0,0.0,1
3232261223,2041329333,36519,9527,tcp,2.998798,3.0,0.0,1
3232261223,2420282175,40999,23,tcp,2.999038,3.0,0.0,1
3232261223,683124254,39059,2323,tcp,2.999286,3.0,0.0,1
3232261223,2988702739,54116,23,tcp,2.998542,3.0,0.0,1
3232261223,728969101,57702,2323,tcp,2.99904,3.0,0.0,1
3232261223,3341410530,45013,9527,tcp,2.998541,3.0,0.0,1
3232261223,1836439737,53884,2323,tcp,2.99855,3.0,0.0,1
3232261223,1827392110,49886,8080,tcp,2.998542,3.0,0.0,1
3232261223,3166604124,56910,2323,tcp,2.998791,3.0,0.0,1
3232261223,345230424,60173,2323,tcp,2.999291,3.0,0.0,1
3232261223,722905476,55089,23,tcp,2.999037,3.0,0.0,1
3232261223,1625819609,55153,23,tcp,2.998788,3.0,0.0,1
3232261223,3431148932,34925,23,tcp,2.998789,3.0,0.0,1
3232261223,826087937,47418,2323,tcp,2.998539,3.0,0.0,1
3232261223,2190803588,41071,23,tcp,2.998543,3.0,0.0,1
3232261223,307082863,40561,8080,tcp,2.998786,3.0,0.0,1
3232261223,3655441409,45734,9527,tcp,2.999039,3.0,0.0,1
3232261223,3160441776,58136,23,tcp,2.998789,3.0,0.0,1
3232261223,3672019304,50810,23,tcp,2.999039,3.0,0.0,1
3232261223,633038892,123,123,udp,0.026481,1.0,48.0,1
3232261223,232297424,46505,2323,tcp,2.999287,3.0,0.0,1
3232261223,645795051,48293,8080,tcp,2.998537,3.0,0.0,1
3232261223,3171270888,55383,23,tcp,2.999039,3.0,0.0,1
3232261223,998447859,40035,8080,tcp,2.998539,3.0,0.0,1
3232261223,2528434783,42038,2323,tcp,2.998789,3.0,0.0,1
3232261223,2757378174,55125,8080,tcp,2.999039,3.0,0.0,1
3232261223,1046593851,44641,8080,tcp,2.998788,3.0,0.0,1
3232261223,1607915840,50559,8080,tcp,2.998539,3.0,0.0,1
3232261223,3116339223,52591,9527,tcp,2.999039,3.0,0.0,1
3232261223,3718785573,59909,23,tcp,2.999292,3.0,0.0,1
3232261223,2332514118,33636,9527,tcp,2.99904,3.0,0.0,1
3232261223,2451487598,54900,23,tcp,2.998787,3.0,0.0,1
3232261223,3644156383,58839,9527,tcp,2.998287,3.0,0.0,1
3232261223,863978520,49023,48478,tcp,2.998538,3.0,0.0,1
3232261223,2481415173,123,123,udp,0.001247,1.0,48.0,1
3232261223,3051959319,52051,8080,tcp,2.998536,3.0,0.0,1
3232261223,670306549,60316,8080,tcp,2.998786,3.0,0.0,1
3232261223,2166436144,48529,23,tcp,2.998785,3.0,0.0,1
3232261223,2925350147,58273,9527,tcp,2.998787,3.0,0.0,1
3232261223,1070689914,56267,8080,tcp,2.999286,3.0,0.0,1
3232261223,2238198151,40794,23,tcp,2.99854,3.0,0.0,1
3232261223,3452753073,34917,2323,tcp,2.998789,3.0,0.0,1
3232261223,2006419865,52157,9527,tcp,2.998791,3.0,0.0,1
3232261223,3392234744,39705,23,tcp,2.998537,3.0,0.0,1
3232261223,1725440628,52864,2323,tcp,2.99879,3.0,0.0,1
3232261223,832295582,41868,8080,tcp,2.99854,3.0,0.0,1
3232261223,3514596063,57655,7697,tcp,2.99879,3.0,0.0,1
3232261223,2486760021,59026,23,tcp,2.998542,3.0,0.0,1
3232261223,2448593291,33882,23,tcp,2.99904,3.0,0.0,1
3232261223,2903946030,51762,23,tcp,2.998786,3.0,0.0,1
3232261223,2725590435,49507,23,tcp,2.998788,3.0,0.0,1
3232261223,1003062058,36783,8080,tcp,2.998791,3.0,0.0,1
3232261223,2314358357,47352,9527,tcp,2.99879,3.0,0.0,1
3232261223,976742645,38977,23,tcp,2.998789,3.0,0.0,1
3232261223,1626699249,54406,23,tcp,2.999301,3.0,0.0,1
3232261223,2515081565,38263,8080,tcp,2.99879,3.0,0.0,1
3232261223,3032664812,36591,8080,tcp,2.99929,3.0,0.0,1
3232261223,728454212,48803,23,tcp,2.99904,3.0,0.0,1
3232261223,2500103611,60196,23,tcp,2.998789,3.0,0.0,1
3232261223,2497849237,57024,6872,tcp,2.998538,3.0,0.0,1
3232261223,789816300,56552,23,tcp,2.999037,3.0,0.0,1
3232261223,1243229892,59219,38921,tcp,2.998791,3.0,0.0,1
3232261223,592467993,45570,23,tcp,2.998541,3.0,0.0,1
3232261223,1270631110,36109,2323,tcp,2.99829,3.0,0.0,1
3232261223,2259809641,41223,8080,tcp,2.99879,3.0,0.0,1
3232261223,3330363054,32781,8080,tcp,2.999039,3.0,0.0,1
3232261223,1712676629,39858,23,tcp,2.998791,3.0,0.0,1
3232261223,743139618,34331,23,tcp,2.998788,3.0,0.0,1
3232261223,2056992328,39839,2993,tcp,2.998538,3.0,0.0,1
3232261223,2950351256,45364,8080,tcp,2.998787,3.0,0.0,1
3232261223,1656580174,59265,8080,tcp,2.998789,3.0,0.0,1
3232261223,2481415173,123,123,udp,0.000996,1.0,48.0,1
3232261223,2752852001,40113,23,tcp,2.999038,3.0,0.0,1
3232261223,3503700036,48283,23,tcp,2.998787,3.0,0.0,1
3232261223,1595652836,44254,22985,tcp,2.999037,3.0,0.0,1
3232261223,3047537922,35106,23,tcp,2.999039,3.0,0.0,1
3232261223,1527207330,57685,23,tcp,2.99879,3.0,0.0,1
3232261223,1758248642,37708,2323,tcp,2.998545,3.0,0.0,1
3232261223,1399031289,46558,2323,tcp,2.998788,3.0,0.0,1
3232261223,3092102965,58648,23,tcp,2.998787,3.0,0.0,1
3232261223,817571025,54273,8080,tcp,2.998538,3.0,0.0,1
3232261223,3269843761,48621,23,tcp,2.998537,3.0,0.0,1
3232261223,1153195687,53912,8080,tcp,2.999039,3.0,0.0,1
3232261223,3057243178,60468,8080,tcp,2.998787,3.0,0.0,1
3232261223,1153352582,47957,37988,tcp,2.998789,3.0,0.0,1
3232261223,1566118025,36348,9527,tcp,0.068461,1.0,0.0,1
3232261223,2798188917,44407,8080,tcp,2.998788,3.0,0.0,1
3232261223,1918675544,39796,23,tcp,0.324065,1.0,0.0,1
3232261223,3002255310,36910,23,tcp,2.999286,3.0,0.0,1
3232261223,166812650,52606,23,tcp,2.998288,3.0,0.0,1
3232261223,2698454808,59071,8080,tcp,2.998788,3.0,0.0,1
3232261223,1144584544,40374,23,tcp,2.998787,3.0,0.0,1
3232261223,2672554319,53625,8080,tcp,2.998787,3.0,0.0,1
3232261223,1751056959,55146,23,tcp,2.999038,3.0,0.0,1
3232261223,1708334231,35799,9527,tcp,2.999037,3.0,0.0,1
3232261223,2189686037,45452,23,tcp,2.998787,3.0,0.0,1
3232261223,1841124737,60857,8080,tcp,2.998539,3.0,0.0,1
3232261223,572861547,49202,23,tcp,2.998539,3.0,0.0,1
3232261223,1206719109,42554,8080,tcp,2.998789,3.0,0.0,1
3232261223,33563220,40697,40993,tcp,2.998788,3.0,0.0,1
3232261223,1728270780,48722,8080,tcp,2.998538,3.0,0.0,1
3232261223,534064987,54818,8080,tcp,2.998788,3.0,0.0,1
3232261223,1122406235,38998,23,tcp,2.998792,3.0,0.0,1
3232261223,1797015841,59108,23,tcp,2.998786,3.0,0.0,1
3232261223,1670845485,43889,23,tcp,2.99879,3.0,0.0,1
3232261223,41096839,38290,23,tcp,2.999038,3.0,0.0,1
3232261223,523458528,50747,9527,tcp,2.998538,3.0,0.0,1
3232261223,2378275593,49086,23,tcp,2.998787,3.0,0.0,1
3232261223,43313290,47363,14971,tcp,2.998786,3.0,0.0,1
3232261223,2481415173,123,123,udp,0.000996,1.0,48.0,1
3232261223,3355794373,50695,23,tcp,2.999039,3.0,0.0,1
3232261223,72211330,47133,2323,tcp,2.999288,3.0,0.0,1
3232261223,3468925900,56629,23,tcp,2.999038,3.0,0.0,1
3232261223,3009798047,34433,23,tcp,2.999039,3.0,0.0,1
3232261223,3480647635,60791,8080,tcp,2.99879,3.0,0.0,1
3232261223,3557949602,36599,23,tcp,2.99879,3.0,0.0,1
3232261223,678759183,39627,23,tcp,2.99854,3.0,0.0,1
3232261223,1502697571,35451,2323,tcp,2.998289,3.0,0.0,1
3232261223,2394665523,39778,23,tcp,2.99854,3.0,0.0,1
3232261223,2965306158,58907,23,tcp,2.99879,3.0,0.0,1
3232261223,2403059212,49929,23,tcp,2.999536,3.0,0.0,1
3232261223,3074027675,39386,9527,tcp,2.998788,3.0,0.0,1
3232261223,3031127058,47607,23,tcp,2.998538,3.0,0.0,1
3232261223,1041338216,33112,23,tcp,2.99854,3.0,0.0,1
3232261223,2345474255,56888,8080,tcp,2.998788,3.0,0.0,1
3232261223,1344447696,58061,23,tcp,2.998789,3.0,0.0,1
3232261223,1068533717,42306,23,tcp,2.998538,3.0,0.0,1
3232261223,1001262553,57069,23,tcp,2.998538,3.0,0.0,1
3232261223,2736551157,58444,8080,tcp,2.998539,3.0,0.0,1
3232261223,3704613850,54849,8080,tcp,2.998543,3.0,0.0,1
3232261223,1751315790,50447,23,tcp,2.998788,3.0,0.0,1
3232261223,3120818886,46518,23,tcp,2.999039,3.0,0.0,1
3232261223,3566998449,49705,55611,tcp,2.999287,3.0,0.0,1
3232261223,1273285743,39408,23,tcp,2.998539,3.0,0.0,1
3232261223,208218535,52509,23,tcp,2.998788,3.0,0.0,1
3232261223,324615057,43838,20805,tcp,2.998539,3.0,0.0,1
3232261223,2281173820,42821,23,tcp,2.999038,3.0,0.0,1
3232261223,2057055121,49092,26965,tcp,2.999038,3.0,0.0,1
3232261223,3020885600,50911,9527,tcp,2.999041,3.0,0.0,1
3232261223,697844147,59286,9527,tcp,2.998788,3.0,0.0,1
3232261223,916662257,53842,23,tcp,2.998789,3.0,0.0,1
3232261223,913796758,55169,8080,tcp,2.99879,3.0,0.0,1
3232261223,1507710594,123,123,udp,0.003995,1.0,48.0,1
3232261223,2366667891,33545,23,tcp,2.998788,3.0,0.0,1
3232261223,1845965742,58393,8080,tcp,2.998789,3.0,0.0,1
3232261223,1872872619,55474,23,tcp,2.998538,3.0,0.0,1
3232261223,703808570,47681,23,tcp,2.998789,3.0,0.0,1
3232261223,623950755,47258,8080,tcp,2.998538,3.0,0.0,1
3232261223,2481415173,123,123,udp,0.001246,1.0,48.0,1
3232261223,1460578574,41745,8080,tcp,2.999038,3.0,0.0,1
3232261223,3183381208,43798,8080,tcp,2.999041,3.0,0.0,1
3232261223,3370921451,41981,2323,tcp,2.99929,3.0,0.0,1
3232261223,2568092741,60094,23,tcp,2.998547,3.0,0.0,1
3232261223,2240635339,44723,23,tcp,2.999057,3.0,0.0,1
3232261223,1976006869,40983,2323,tcp,2.998804,3.0,0.0,1
3232261223,2618734331,57938,8080,tcp,2.998541,3.0,0.0,1
3232261223,786204000,33401,9527,tcp,2.998784,3.0,0.0,1
3232261223,3735094416,56758,51906,tcp,2.999039,3.0,0.0,1
3232261223,906477690,59543,2323,tcp,2.999035,3.0,0.0,1
3232261223,527118491,47698,8080,tcp,2.998291,3.0,0.0,1
3232261223,3710814555,40348,23,tcp,2.998535,3.0,0.0,1
3232261223,814211725,56026,8080,tcp,2.998536,3.0,0.0,1
3232261223,2341978149,44089,8080,tcp,2.998787,3.0,0.0,1
3232261223,3739860041,51136,23,tcp,2.998538,3.0,0.0,1
3232261223,808323389,49514,2323,tcp,2.99879,3.0,0.0,1
3232261223,68480536,60345,9527,tcp,2.998538,3.0,0.0,1
3232261223,2386853811,34686,2323,tcp,2.999053,3.0,0.0,1
3232261223,805942288,57815,23,tcp,2.999052,3.0,0.0,1
3232261223,1554526089,33558,8080,tcp,2.999287,3.0,0.0,1
3232261223,3512842506,47106,23,tcp,2.998797,3.0,0.0,1
3232261223,1725260354,55169,2323,tcp,2.999038,3.0,0.0,1
3232261223,633038892,123,123,udp,0.026734,1.0,48.0,1
3232261223,797183055,49574,8080,tcp,2.998789,3.0,0.0,1
3232261223,3647512644,54951,8080,tcp,2.998538,3.0,0.0,1
3232261223,1614129504,43333,23,tcp,2.998562,3.0,0.0,1
3232261223,3034478744,49097,9527,tcp,2.999423,3.0,0.0,1
3232261223,2887006360,38652,23,tcp,2.998794,3.0,0.0,1
3232261223,3084745916,53833,23,tcp,2.998808,3.0,0.0,1
3232261223,1084417664,41622,8080,tcp,2.998561,3.0,0.0,1
3232261223,1858570697,34716,23,tcp,2.998766,3.0,0.0,1
3232261223,3113881974,58044,8080,tcp,2.998633,3.0,0.0,1
3232261223,218548864,37618,23,tcp,2.998404,3.0,0.0,1
3232261223,1870606820,43210,8080,tcp,2.998578,3.0,0.0,1
3232261223,2149359394,43874,23,tcp,0.281058,1.0,0.0,1
1508816814,3232261223,3,1,icmp,5e-06,3.0,180.0,1
3232261223,1812885296,51146,23,tcp,2.9986,3.0,0.0,1
3232261223,151335346,45057,2323,tcp,2.998872,3.0,0.0,1
3232261223,2481415173,123,123,udp,0.000987,1.0,48.0,1
3232261223,716058614,48087,8080,tcp,2.998795,3.0,0.0,1
3232261223,3716385724,40879,2323,tcp,2.999376,3.0,0.0,1
3232261223,757217607,34384,23,tcp,2.999316,3.0,0.0,1
3232261223,1515256214,43049,2323,tcp,2.998581,3.0,0.0,1
3232261223,1172582657,41571,23,tcp,2.998741,3.0,0.0,1
3232261223,641958895,55519,23,tcp,2.998542,3.0,0.0,1
3232261223,2048031017,45397,23,tcp,2.999036,3.0,0.0,1
3232261223,2926379455,37480,8080,tcp,2.999046,3.0,0.0,1
3232261223,40433503,51028,23,tcp,2.999038,3.0,0.0,1
3232261223,2380680299,46183,9527,tcp,2.998787,3.0,0.0,1
3232261223,658638834,54994,8080,tcp,2.998779,3.0,0.0,1
3232261223,2378976816,46042,23,tcp,2.998788,3.0,0.0,1
3232261223,621622544,39708,23,tcp,2.998539,3.0,0.0,1
3232261223,2643811874,47637,23,tcp,2.998789,3.0,0.0,1
3232261223,3508503840,41274,23,tcp,2.998789,3.0,0.0,1
3232261223,3706269572,34333,23,tcp,2.99879,3.0,0.0,1
3232261223,3260195793,50865,23,tcp,2.998793,3.0,0.0,1
3232261223,1567505650,54430,23,tcp,2.99879,3.0,0.0,1
3232261223,433687188,55683,2323,tcp,2.99904,3.0,0.0,1
3232261223,2754316644,38823,23,tcp,2.99905,3.0,0.0,1
3232261223,742598316,41070,8080,tcp,2.998562,3.0,0.0,1
3232261223,3426313311,46503,8080,tcp,2.998563,3.0,0.0,1
3232261223,1814353415,49606,54703,tcp,2.998552,3.0,0.0,1
3232261223,2599346395,41974,9527,tcp,2.998791,3.0,0.0,1
3232261223,1912188680,45959,23,tcp,2.999129,3.0,0.0,1
3232261223,994043110,52425,9527,tcp,2.99911,3.0,0.0,1
3232261223,913697343,59867,23,tcp,2.99685,3.0,0.0,1
3232261223,206801048,38713,8080,tcp,2.99891,3.0,0.0,1
3232261223,3408514708,59335,8080,tcp,2.998941,3.0,0.0,1
3232261223,1882105640,47266,2323,tcp,2.998591,3.0,0.0,1
3232261223,3010140192,47139,23,tcp,2.998803,3.0,0.0,1
3232261223,2364460140,48830,8080,tcp,2.998815,3.0,0.0,1
3232261223,1060795346,42455,50593,tcp,2.998804,3.0,0.0,1
3232261223,3562394545,48457,2323,tcp,0.118671,1.0,0.0,1
3232261223,2935442214,45037,8080,tcp,2.999319,3.0,0.0,1
3232261223,3079036281,50175,2323,tcp,2.998591,3.0,0.0,1
3232261223,2481415173,123,123,udp,0.001245,1.0,48.0,1
3232261223,244304504,54153,8080,tcp,2.99883,3.0,0.0,1
3232261223,3738977009,42216,8080,tcp,2.998957,3.0,0.0,1
3232261223,3670594403,50257,23,tcp,2.998785,3.0,0.0,1
3232261223,1404638208,39246,2323,tcp,2.99889,3.0,0.0,1
3232261223,2575486545,41829,23,tcp,2.998871,3.0,0.0,1
3232261223,996698526,48885,9527,tcp,2.998817,3.0,0.0,1
3232261223,2657913920,41801,8080,tcp,2.999118,3.0,0.0,1
3232261223,758966339,51537,8080,tcp,2.999245,3.0,0.0,1
3232261223,1205658786,59181,7577,tcp,2.998754,3.0,0.0,1
3232261223,2423649901,36587,8080,tcp,2.998765,3.0,0.0,1
3232261223,387290250,35041,23,tcp,2.998783,3.0,0.0,1
3232261223,1387705151,52742,23,tcp,2.998774,3.0,0.0,1
3232261223,2866072110,57189,23,tcp,2.998537,3.0,0.0,1
3232261223,3157449773,58900,23,tcp,2.998538,3.0,0.0,1
3232261223,2470533740,44172,8080,tcp,2.998536,3.0,0.0,1
3232261223,39886860,46095,2323,tcp,2.999047,3.0,0.0,1
3232261223,2751938243,54335,8080,tcp,2.998547,3.0,0.0,1
3232261223,913876338,42783,23,tcp,2.998798,3.0,0.0,1
3232261223,2259601140,54920,9527,tcp,2.998812,3.0,0.0,1
3232261223,675381182,53126,8080,tcp,2.998806,3.0,0.0,1
3232261223,3740438416,37129,2323,tcp,2.998807,3.0,0.0,1
3232261223,2335926581,44529,23,tcp,0.343072,1.0,0.0,1
3232261223,3278461341,49285,23,tcp,2.998826,3.0,0.0,1
3232261223,625520749,42860,48900,tcp,2.99929,3.0,0.0,1
3232261223,3170350138,60831,8080,tcp,2.999024,3.0,0.0,1
3232261223,3209679924,33453,23,tcp,2.999274,3.0,0.0,1
3232261223,2119105530,56915,8080,tcp,0.298268,1.0,0.0,1
3232261223,687884030,53194,8080,tcp,2.998995,3.0,0.0,1
3232261223,2824036446,47939,8080,tcp,2.998747,3.0,0.0,1
3232261223,1085959136,49550,23,tcp,2.998748,3.0,0.0,1
3232261223,2921432297,56229,9527,tcp,2.998786,3.0,0.0,1
3232261223,2198103436,60870,2323,tcp,2.99854,3.0,0.0,1
3232261223,782290358,59254,2323,tcp,2.998807,3.0,0.0,1
3232261223,1035537955,33416,2323,tcp,0.363868,1.0,0.0,1
3232261223,3499854110,33533,8080,tcp,2.99906,3.0,0.0,1
3232261223,710359978,58166,8080,tcp,2.999296,3.0,0.0,1
3232261223,2726078440,37379,23,tcp,2.998538,3.0,0.0,1
3232261223,2481415173,123,123,udp,0.001243,1.0,48.0,1
3232261223,2059068223,57937,8080,tcp,2.998811,3.0,0.0,1
3232261223,1180150064,40159,33230,tcp,2.99856,3.0,0.0,1
3232261223,1442445675,55262,23,tcp,2.99906,3.0,0.0,1
3232261223,2562821349,51352,23,tcp,2.998812,3.0,0.0,1
3232261223,2487148289,48960,23,tcp,2.99906,3.0,0.0,1
3232261223,2600358609,38032,23,tcp,2.998813,3.0,0.0,1
3232261223,1560119855,35037,2323,tcp,2.999059,3.0,0.0,1
3232261223,338119095,34803,9527,tcp,2.999307,3.0,0.0,1
3232261223,1590575238,51485,23,tcp,2.999129,3.0,0.0,1
3232261223,1508212421,37903,23,tcp,2.998822,3.0,0.0,1
3232261223,756389293,50271,23,tcp,2.998682,3.0,0.0,1
3232261223,2470004403,37576,2323,tcp,2.998832,3.0,0.0,1
3232261223,1636331358,44858,23,tcp,2.998843,3.0,0.0,1
3232261223,754062144,35456,8080,tcp,2.998777,3.0,0.0,1
3232261223,2234764240,55568,2323,tcp,2.998823,3.0,0.0,1
3232261223,1191875247,60818,8080,tcp,2.99897,3.0,0.0,1
3232261223,2747103777,35549,8080,tcp,2.999036,3.0,0.0,1
3232261223,2436814215,35147,23,tcp,2.998784,3.0,0.0,1
3232261223,1911970806,33812,23,tcp,2.998798,3.0,0.0,1
3232261223,1191701788,33793,23,tcp,2.998535,3.0,0.0,1
3232261223,1005732322,34180,23,tcp,2.99879,3.0,0.0,1
3232261223,2175708363,34092,8080,tcp,2.998791,3.0,0.0,1
3232261223,3727493252,33439,2323,tcp,2.99904,3.0,0.0,1
3232261223,2368158698,37075,9527,tcp,2.998791,3.0,0.0,1
3232261223,995877678,45039,13433,tcp,2.99929,3.0,0.0,1
3232261223,2443815230,37287,41081,tcp,2.999038,3.0,0.0,1
3232261223,3589249548,123,123,udp,0.014993,1.0,48.0,1
3232261223,2307874587,44603,2323,tcp,2.999046,3.0,0.0,1
3232261223,1512867687,50115,23,tcp,2.999037,3.0,0.0,1
3232261223,789266876,57356,23,tcp,2.9988,3.0,0.0,1
3232261223,2798042732,57100,2323,tcp,2.998539,3.0,0.0,1
3232261223,1988809094,56798,2323,tcp,2.998787,3.0,0.0,1
3232261223,2984822896,41231,23,tcp,2.999039,3.0,0.0,1
3232261223,1507710594,123,123,udp,0.003747,1.0,48.0,1
3232261223,1390191167,45758,9527,tcp,2.998787,3.0,0.0,1
3232261223,2531222431,38775,2323,tcp,2.999291,3.0,0.0,1
3232261223,229807948,34896,23,tcp,2.998541,3.0,0.0,1
3232261223,860245527,35050,9527,tcp,2.998788,3.0,0.0,1
3232261223,2481415173,123,123,udp,0.001246,1.0,48.0,1
3232261223,1391592547,43728,9527,tcp,2.998537,3.0,0.0,1
3232261223,249208216,38443,23,tcp,2.999286,3.0,0.0,1
3232261223,2533094208,46909,8080,tcp,2.998545,3.0,0.0,1
3232261223,773001832,51343,8080,tcp,2.998801,3.0,0.0,1
3232261223,2210798647,41497,2323,tcp,2.998537,3.0,0.0,1
3232261223,326704474,54441,2323,tcp,2.999039,3.0,0.0,1
3232261223,77986244,38264,8080,tcp,2.999039,3.0,0.0,1
3232261223,2759677972,60379,23,tcp,2.999044,3.0,0.0,1
3232261223,425959920,45550,23,tcp,2.999041,3.0,0.0,1
3232261223,2957978860,40770,23,tcp,2.998784,3.0,0.0,1
3232261223,2081339770,44199,23,tcp,2.999038,3.0,0.0,1
3232261223,2263141477,53663,23,tcp,2.998537,3.0,0.0,1
3232261223,2985977512,41213,2323,tcp,2.999041,3.0,0.0,1
3232261223,629604800,58842,2323,tcp,2.999044,3.0,0.0,1
3232261223,3318342526,39005,8080,tcp,2.999289,3.0,0.0,1
3232261223,739188155,38881,2323,tcp,2.998538,3.0,0.0,1
3232261223,2409482398,36292,8080,tcp,2.998538,3.0,0.0,1
3232261223,3381794651,53375,2323,tcp,2.998538,3.0,0.0,1
3232261223,3680227406,58498,2323,tcp,2.999289,3.0,0.0,1
3232261223,2854345201,37767,2323,tcp,2.998787,3.0,0.0,1
3232261223,23239670,56874,23,tcp,2.99879,3.0,0.0,1
3232261223,84850234,36176,51063,tcp,2.998541,3.0,0.0,1
3232261223,205590619,59449,23,tcp,2.999288,3.0,0.0,1
3232261223,99925421,44018,9527,tcp,2.999038,3.0,0.0,1
3232261223,1537531825,60291,23,tcp,2.999289,3.0,0.0,1
3232261223,633038892,123,123,udp,0.026736,1.0,48.0,1
3232261223,1555008361,37404,9527,tcp,2.998789,3.0,0.0,1
3232261223,3070714306,59245,8080,tcp,2.998791,3.0,0.0,1
3232261223,202377940,36639,23,tcp,2.99879,3.0,0.0,1
3232261223,3696849324,49817,23,tcp,2.998789,3.0,0.0,1
3232261223,2569176292,41142,8080,tcp,2.99879,3.0,0.0,1
3232261223,1033193028,54466,2323,tcp,2.99879,3.0,0.0,1
3232261223,878123803,60174,23,tcp,2.999289,3.0,0.0,1
3232261223,34360538,53818,23,tcp,2.998538,3.0,0.0,1
3232261223,1613332108,46382,23,tcp,2.999039,3.0,0.0,1
3232261223,1342611209,40048,2323,tcp,2.998792,3.0,0.0,1
3232261223,2481415173,123,123,udp,0.001998,1.0,48.0,1
3232261223,645886404,37569,23,tcp,2.999048,3.0,0.0,1
3232261223,1817186005,53862,8080,tcp,2.998538,3.0,0.0,1
3232261223,3410364926,49970,9527,tcp,2.998787,3.0,0.0,1
3232261223,1199518327,42416,23,tcp,2.99854,3.0,0.0,1
3232261223,3743974485,50442,23,tcp,2.999038,3.0,0.0,1
3232261223,1479619123,59051,23,tcp,2.998788,3.0,0.0,1
