,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9
237,2621.6123,2445.094,2807.8813,2479.6443,1962.2369,1733.9108,2898.8723,2813.2668,3347.484,1839.5978
238,991.6522,735.49365,501.26437,528.06525,815.7836,516.8914,1254.1469,1112.2758,1085.0508,1049.1154
239,1271.6074,749.69586,706.7247,615.9357,939.6931,570.9983,1221.5365,1213.5647,1174.8901,1078.356
240,1278.3938,711.22437,638.37585,594.7877,936.33527,535.53864,1268.5563,1202.235,1186.9348,1146.5298
241,1279.0708,703.518,653.589,599.17126,940.3074,533.94,1233.3937,1113.447,1187.946,1132.6703
242,1369.6624,736.7224,697.0781,630.7804,974.82166,574.9989,1277.8763,1095.5332,1250.9655,1149.4314
243,1363.5071,751.4046,700.6994,630.82745,969.93774,588.03156,1282.3466,1075.1941,1243.5123,1154.3481
244,1347.6193,756.7027,703.5368,628.5496,964.0985,595.41583,1275.536,1047.6859,1232.2537,1148.6758
245,1337.9988,760.80133,706.147,625.7236,960.33655,603.3471,1269.8087,1025.6722,1223.5256,1143.6211
246,1325.3384,764.42664,705.63965,621.0011,955.67145,608.7421,1263.5554,1008.88116,1212.4446,1139.4304
247,1313.2428,768.4493,704.49695,616.4835,951.70294,613.3139,1258.3866,997.08527,1202.2524,1135.6959
248,1300.8983,772.9976,702.4648,612.0233,947.7924,617.4625,1254.1675,986.7948,1192.0927,1132.1484
249,1290.0715,779.0092,700.9664,608.57086,945.0324,621.71094,1251.6404,980.0842,1183.7426,1129.3676
250,1278.4436,785.17487,698.1895,604.8716,941.9213,625.36755,1249.8704,974.6183,1175.5016,1126.7458
251,1267.6256,791.9275,695.67377,601.85,939.4291,628.8848,1248.8171,970.91943,1168.3921,1124.2133
252,1257.5712,799.1508,693.3023,599.20087,937.2314,632.2988,1248.4423,968.07245,1162.0476,1121.8345
253,1247.4858,806.31067,690.5924,596.514,934.93164,635.2328,1248.2928,965.3534,1155.9414,1119.4231
254,1238.7126,813.75854,688.5574,594.37726,933.2808,638.0693,1248.6309,964.467,1151.0278,1117.2084
255,1544.18,1375.6316,493.74713,845.9902,1215.6204,827.37384,1853.6713,1604.5424,1762.4954,1541.1691
256,1488.7069,1400.0819,481.196,847.8083,1202.8469,874.9094,1835.1017,1352.1226,1636.9464,1548.2485
257,1436.3856,1337.6531,499.96622,831.01624,1151.3536,807.64264,1736.478,1417.0607,1555.0349,1493.704
258,1338.6759,1254.3855,467.0095,761.12695,1075.9429,747.27106,1638.9241,1343.1387,1446.5973,1415.5814
259,1347.1167,1240.1157,470.8722,763.54553,1065.7688,739.2261,1606.79,1305.7712,1430.6716,1367.7417
260,1347.5543,1227.0156,467.09668,758.6864,1051.8096,732.80115,1581.057,1284.4286,1404.1769,1337.527
261,1342.3416,1219.0111,464.9817,755.4227,1040.8052,725.1069,1553.1055,1256.8766,1378.415,1310.475
262,1342.4529,1216.7719,465.14743,755.949,1034.2948,720.56494,1531.9045,1234.7452,1359.8972,1288.7255
263,1339.3971,1215.1163,464.37637,754.8794,1027.8342,715.90265,1512.3186,1213.0242,1340.7222,1269.8922
264,1334.7335,1214.7089,463.1627,752.97766,1022.1909,711.2454,1495.019,1191.6558,1322.5469,1253.3
265,1330.2456,1215.3806,462.28818,751.09357,1017.73175,707.1066,1480.1196,1173.346,1306.5552,1238.4031
266,1323.8059,1216.201,460.65225,747.71747,1012.99664,702.7501,1466.829,1155.2101,1290.4913,1224.9396
267,1316.8251,1217.97,458.99066,743.8555,1008.72205,698.53766,1455.2612,1137.4651,1275.6044,1212.6538
268,1310.4581,1220.5134,457.77856,740.1653,1005.3099,694.8506,1445.6401,1123.019,1262.8529,1201.6212
269,1304.0325,1223.1382,456.67682,736.1965,1002.1391,691.5181,1437.3433,1110.4744,1251.2815,1191.5425
270,1296.8875,1225.7975,455.3287,731.5664,998.8259,688.2727,1430.0635,1097.3209,1240.1317,1182.3387
271,1290.3513,1228.8788,454.39944,727.24023,996.2091,685.4771,1424.1144,1085.9062,1230.7357,1174.1022
272,1467.7573,1299.1276,479.30667,799.94617,1168.7499,778.5037,1785.8483,1543.7181,1684.6368,1487.239
273,1375.9673,1273.6779,449.5903,771.3159,1130.9978,796.26044,1730.1913,1294.442,1522.654,1472.7653
274,1338.8729,1226.9596,468.65793,764.718,1092.6859,739.42523,1648.4822,1340.5363,1452.9121,1428.5526
275,1271.0547,1166.9337,444.4834,711.78973,1032.6096,691.37805,1572.9423,1293.6063,1371.695,1367.2311
276,1292.4434,1160.5024,451.74063,719.38715,1030.3593,689.5797,1549.715,1267.8966,1367.4008,1327.5533
277,1299.3142,1150.4283,449.88983,718.161,1022.2928,687.2689,1530.132,1252.5594,1348.8816,1301.8812
278,1298.0359,1144.119,448.84766,717.4759,1015.9448,683.0906,1507.6477,1226.6305,1328.6311,1278.6976
279,1301.3247,1142.3336,450.02313,720.1217,1013.3248,681.46967,1490.9412,1206.2306,1315.0007,1260.1919
280,1300.2076,1140.4684,449.88644,720.5103,1009.3975,679.1056,1474.791,1185.3744,1299.2815,1244.065
281,1297.6478,1139.9688,449.51913,720.1574,1005.796,676.5452,1460.3065,1164.9983,1284.4236,1229.8534
282,1294.8115,1140.7705,449.2633,719.35,1002.56854,674.21,1447.693,1146.2556,1270.753,1217.227
283,1290.8634,1142.3843,448.67984,717.54663,999.1961,671.75055,1436.6082,1128.8252,1257.5172,1205.9683
284,1285.9576,1144.755,447.85623,714.90704,995.7582,669.178,1426.8813,1112.1515,1244.8053,1195.7795
285,1282.2418,1148.0228,447.7798,712.8029,993.3686,667.20135,1418.915,1099.7357,1234.599,1186.5624
286,1276.1519,1150.682,446.65347,708.9142,989.834,664.68884,1411.5873,1086.1879,1223.3263,1178.1405
287,1269.8588,1153.9761,445.66415,704.9023,986.7042,662.23474,1405.2307,1072.4127,1213.1241,1170.3201
288,1264.4647,1157.6957,445.15262,701.27057,984.37744,660.25256,1400.3583,1061.9833,1204.8602,1163.4641
289,2631.5237,2112.5952,1346.4181,1858.377,1764.6833,1786.9214,2668.083,2298.7705,2701.947,2072.5967
290,2689.1362,2321.587,1422.9062,2009.6815,1718.933,1951.3877,2676.833,2118.762,2698.3765,2062.3962
291,2789.9802,2533.1287,1433.5636,1988.5638,1739.2828,2029.1547,2886.1292,2479.8394,2762.5457,2163.1948
292,2870.8892,2541.2068,1427.7584,1949.9421,1745.7683,2089.2493,2881.9556,2555.8857,2769.7737,2183.2065
293,2919.0251,2523.7097,1430.0515,1966.5862,1763.0428,2132.734,2849.8164,2553.8513,2784.8486,2190.4663
294,2954.0974,2518.8613,1431.7738,1997.9476,1784.3058,2164.244,2841.152,2576.3093,2809.5095,2210.6465
295,2957.5234,2511.6963,1423.2965,2014.8625,1796.0072,2177.1753,2821.3557,2563.7275,2814.0957,2227.0317
296,2946.9207,2501.6357,1416.5056,2025.997,1804.5103,2180.9417,2804.5156,2542.055,2810.9207,2237.7527
297,2929.9924,2490.5596,1410.2201,2030.9688,1810.0361,2180.084,2791.947,2519.9778,2802.643,2244.455
298,2905.5684,2477.1875,1401.4958,2027.8752,1811.4037,2174.919,2779.2573,2490.5483,2787.1335,2246.2925
299,2879.3564,2462.1821,1393.0782,2020.7288,1810.87,2168.0376,2767.682,2460.607,2769.4434,2244.4927
300,2851.7979,2446.5205,1383.6942,2009.6455,1808.076,2160.0654,2755.8677,2428.9749,2749.636,2239.7495
301,2824.8606,2430.762,1374.3468,1996.4612,1803.841,2151.694,2743.5725,2398.531,2729.8547,2232.8872
302,2799.456,2415.829,1365.1887,1982.1559,1798.4092,2143.3916,2730.7515,2370.1592,2710.8523,2224.6353
303,2775.291,2401.9866,1355.9556,1966.9719,1791.7618,2134.9714,2717.0906,2343.6848,2692.5632,2215.2886
304,2752.569,2389.5828,1346.8044,1951.4734,1784.175,2126.536,2703.0068,2319.1445,2675.1597,2205.1443
305,2730.3687,2378.646,1337.3066,1935.4214,1775.4965,2117.798,2688.3499,2294.8403,2657.823,2194.124
306,2604.5037,2237.133,1873.4868,2076.325,1812.0441,1857.9705,2750.6333,2393.5085,2819.7656,1970.4391
307,2770.8994,2512.2346,2046.85,2324.6184,1822.3656,2009.0251,2896.3462,2401.5881,3051.149,2014.9299
308,2838.9272,2651.2246,1986.9606,2301.4976,1858.9695,2043.46,3108.8032,2692.4453,3117.0874,2119.4607
309,2938.0334,2665.154,2002.4958,2317.038,1875.4142,2103.1802,3154.5164,2783.261,3127.4563,2151.1902
310,2972.6997,2676.516,2015.0259,2345.7686,1882.7915,2140.0496,3131.8743,2799.822,3122.008,2173.3853
311,2967.43,2690.5154,2013.7305,2367.3535,1889.1418,2152.2644,3099.5051,2815.989,3115.981,2198.4253
312,2933.7256,2697.847,2002.2576,2374.9412,1888.8112,2148.7207,3060.4248,2809.4636,3096.0261,2217.2803
313,2895.2458,2699.582,1994.0782,2378.396,1888.1667,2140.9402,3029.652,2798.1667,3075.5867,2230.06
314,2856.7085,2697.1643,1986.4506,2376.8936,1885.9683,2132.172,3007.1611,2781.7695,3054.3394,2238.0437
315,2821.4358,2691.3997,1979.4152,2371.9077,1882.7004,2124.046,2991.637,2761.0735,3033.3389,2242.1167
316,2792.7036,2683.6233,1974.0287,2365.6096,1879.5096,2117.8223,2982.4102,2741.1108,3015.1348,2243.86
317,2768.4268,2674.6658,1968.137,2357.3555,1875.3131,2113.122,2976.4395,2719.1106,2997.4841,2243.6335
318,2749.8752,2665.2527,1962.9844,2348.8188,1871.2227,2110.0864,2972.9507,2699.4016,2982.3418,2242.451
319,2733.8743,2655.7905,1956.2456,2338.715,1865.9218,2108.0332,2969.8052,2677.7258,2966.7222,2240.1787
320,2721.2642,2646.5784,1949.2181,2328.3552,1860.3958,2107.1091,2967.0183,2656.9836,2952.1687,2237.292
321,2711.0247,2637.9602,1941.2716,2317.4788,1854.3612,2107.1462,2964.018,2636.5466,2937.9402,2234.0728
322,2703.1313,2630.0476,1932.9524,2306.585,1848.1796,2108.0063,2960.4692,2617.639,2924.4937,2230.7852
323,1662.5836,1503.6582,512.66907,918.9408,1290.9849,902.7026,1966.087,1715.5618,1892.8518,1630.8329
324,1465.3885,1462.9235,471.84882,850.17737,1221.9835,893.4709,1857.2019,1349.3073,1640.9889,1574.7682
325,1430.0798,1405.521,501.3895,845.9247,1175.5525,827.33545,1767.0785,1435.7424,1592.8969,1515.5311
326,1349.9628,1316.5233,472.38974,781.2251,1099.1997,772.4423,1673.632,1382.2129,1488.6749,1436.6265
327,1369.192,1294.4902,481.3783,789.68787,1088.8148,766.3866,1637.852,1364.3285,1478.5181,1385.9244
328,1387.6523,1279.8206,483.43066,794.08374,1078.5571,766.49664,1616.9949,1355.1248,1463.3019,1358.8058
329,1393.634,1268.5402,485.21515,797.0435,1069.8038,763.83154,1591.5013,1330.5369,1444.1702,1335.0977
330,1402.0891,1263.5289,489.0406,803.53595,1065.8522,763.7385,1572.6163,1309.4243,1431.8563,1316.4122
331,1403.2506,1258.3239,490.83423,806.4835,1060.5406,762.4842,1553.6962,1285.3162,1415.7494,1299.3048
332,1401.6857,1254.8319,492.17834,808.19183,1055.9004,760.6902,1536.5098,1263.1173,1400.3615,1283.5759
333,1397.7288,1252.5087,492.80774,808.0549,1051.0411,758.416,1520.8109,1242.5369,1384.624,1268.9338
334,1393.5167,1251.8906,493.6167,807.3411,1046.7634,756.1906,1506.9214,1225.8207,1370.3752,1255.2013
335,1387.566,1252.3613,493.73218,804.8782,1041.9337,753.6504,1494.2942,1209.2101,1355.66,1242.3339
336,1380.8875,1254.1808,493.70422,801.5785,1037.303,750.93176,1483.1843,1194.2311,1341.8545,1230.4197
337,1374.056,1256.9355,493.76816,797.8074,1032.9943,748.31067,1473.5453,1181.6254,1329.2412,1219.3882
338,1367.7498,1260.2515,494.16098,794.0632,1029.2869,746.05023,1465.397,1172.5332,1318.4045,1209.2118
339,1360.1953,1262.9435,493.96426,789.2155,1025.2102,743.5299,1458.0181,1163.9972,1307.6654,1199.7472
340,2604.1233,2695.2117,2859.5505,2469.9375,1976.8118,1968.5979,3008.6533,2604.7288,3231.9756,1749.5181
341,2780.3474,2587.2087,2973.135,2579.2244,2000.3008,2032.6428,3056.932,2748.5413,3455.8335,1806.4567
342,2747.6123,2527.5928,2771.8406,2537.3508,2015.5099,1944.291,3139.351,2800.102,3439.6467,1889.2386
343,2756.134,2507.142,2664.682,2502.91,1998.1013,1905.4236,3145.1467,2852.68,3418.042,1937.0872
344,2775.5132,2518.9722,2592.6826,2489.372,1982.7996,1922.7594,3189.5476,2854.188,3393.7605,1979.5751
345,2792.3982,2538.2178,2534.4688,2489.228,1979.3187,1938.0093,3212.048,2874.3782,3375.6216,2016.1436
346,2797.9072,2558.2107,2484.3071,2490.9658,1979.1232,1945.8641,3213.5579,2893.1516,3355.527,2047.4128
347,2796.9106,2577.2422,2444.9868,2494.2107,1979.9788,1949.2261,3204.9238,2907.3926,3337.5657,2073.2996
348,2792.422,2594.9355,2416.2998,2498.47,1981.0637,1950.5016,3192.8376,2917.1628,3323.0776,2094.6816
349,2784.7297,2610.0999,2395.1738,2502.0535,1981.2578,1950.4333,3179.8132,2921.871,3310.5425,2112.1226
350,2775.6182,2622.2742,2380.0483,2504.762,1980.6582,1949.92,3167.6694,2922.6445,3299.666,2126.2761
351,2766.1575,2631.4219,2369.2031,2506.3267,1979.2491,1949.462,3157.0742,2920.2087,3289.7847,2137.6914
352,2757.056,2637.7307,2361.1548,2506.6135,1977.1029,1949.2662,3148.145,2915.3108,3280.3875,2146.8499
353,2749.744,2641.897,2355.5432,2506.2737,1974.8362,1949.7709,3141.4106,2909.7642,3272.1785,2154.4834
354,2743.633,2644.3303,2350.9705,2504.9575,1972.0997,1950.7693,3136.0996,2902.9763,3264.0479,2160.808
355,2739.5806,2645.7253,2347.7173,2503.414,1969.4917,1952.4882,3132.3496,2896.4175,3256.7966,2166.3208
356,2736.7761,2646.3904,2344.8396,2501.3298,1966.6842,1954.6681,3129.5105,2889.5544,3249.639,2171.1528
357,1075.2322,747.6896,608.56824,583.37695,850.116,569.8053,1288.5101,1262.749,1120.1095,1062.9993
358,1246.5386,713.23883,740.60565,611.4637,914.70905,544.38763,1231.5883,1316.5029,1171.4081,1078.6787
359,1185.3064,660.1936,644.0812,563.7823,895.86633,494.221,1229.7109,1205.4332,1154.2241,1131.4376
360,1191.0177,656.67206,651.5517,565.3489,909.09534,500.25162,1207.5741,1094.0424,1165.9845,1136.8833
361,1269.4539,686.19916,681.23444,591.90546,943.752,541.10376,1249.5159,1060.6243,1220.2999,1160.632
362,1268.4135,699.0853,678.11035,593.4253,942.59076,556.8491,1253.7025,1034.4435,1211.922,1167.316
363,1258.8856,703.52875,674.5936,592.4006,938.37976,566.7366,1246.2621,1003.58954,1198.9136,1161.7592
364,1255.821,708.0445,672.75775,591.70544,936.31,576.1265,1240.4951,983.28577,1190.2545,1156.4784
365,1248.7374,712.33325,668.5181,588.9514,932.4231,582.4137,1234.172,967.1334,1178.949,1151.2045
366,1241.6766,717.5398,664.79614,586.47894,929.2655,587.7436,1229.0431,953.8874,1168.6193,1146.0753
367,1235.8461,724.193,661.7917,584.64795,927.25336,592.8864,1226.2129,945.79877,1160.434,1142.055
368,1228.711,731.1896,658.01764,582.5111,924.9051,597.235,1224.3231,939.5652,1152.3855,1138.2192
369,1221.2053,738.5722,654.2299,580.5616,922.81696,601.141,1223.2378,934.3807,1145.1298,1134.4677
370,1213.9801,746.43805,650.86365,578.88794,921.10016,604.8382,1222.8926,930.2049,1138.7842,1130.9451
371,1207.0776,754.6303,647.8713,577.3681,919.6418,608.2316,1223.1333,927.5622,1133.2979,1127.6786
372,1199.5277,762.5231,644.6267,575.49603,917.78625,611.01855,1223.3066,924.281,1127.6251,1124.2249
373,1192.394,770.48224,641.8788,573.7351,916.21375,613.5734,1223.7008,920.64514,1122.444,1120.8721
374,1439.6998,1287.1791,467.04193,778.3747,1152.091,759.49194,1765.9934,1496.9194,1655.0142,1473.6862
375,1393.2405,1292.8174,451.4814,775.1673,1136.1448,799.3146,1737.6411,1295.8793,1532.1901,1474.8932
376,1350.622,1241.7107,467.17072,763.92474,1092.4131,741.70746,1652.6676,1339.6317,1451.1785,1428.6019
377,1281.5094,1180.7329,444.7259,712.1865,1033.1936,692.45776,1575.312,1291.6469,1371.6361,1364.8905
378,1305.8738,1174.8335,453.11636,721.6932,1032.3425,692.09863,1554.5178,1268.6201,1369.8495,1325.372
379,1310.8839,1163.5293,450.90887,719.84314,1023.4269,689.61163,1534.0919,1251.1681,1349.5543,1299.0647
380,1309.2622,1157.2782,450.08737,719.4715,1017.22754,685.5979,1511.7114,1224.2952,1329.3506,1275.8998
381,1310.4286,1155.4653,450.61127,721.19836,1013.6471,683.5753,1494.5638,1200.5962,1313.7574,1257.5436
382,1308.4589,1154.321,450.45773,721.4949,1009.6328,680.9857,1478.3477,1178.9097,1297.6241,1241.6273
383,1305.1901,1154.4298,450.01526,720.94147,1005.7448,678.2708,1463.7289,1158.0737,1282.1433,1227.4476
384,1301.4625,1155.3888,449.5209,719.81384,1002.2686,675.5583,1450.9987,1140.4264,1268.0471,1214.9196
385,1295.3271,1156.5333,448.05154,716.8559,998.0151,672.2494,1439.3972,1121.9419,1253.2432,1203.6094
386,1289.8368,1159.0103,447.13898,714.09924,994.6749,669.3228,1429.4935,1105.2188,1240.4971,1193.2291
387,1285.0115,1161.9883,446.62762,711.4023,991.9694,666.87506,1421.3356,1092.3506,1229.6617,1183.9515
388,1278.403,1164.4382,445.3635,707.356,988.5486,664.0556,1413.9333,1079.2137,1218.4369,1175.4629
389,1272.0486,1167.3136,444.38254,703.4035,985.7084,661.49786,1407.6455,1066.717,1208.66,1167.6432
390,1265.0315,1170.1415,443.1653,698.8249,982.6907,658.9253,1402.2615,1053.9454,1199.1888,1160.6174
391,1870.639,1589.9364,613.36774,1077.1315,1393.089,1057.9178,2093.6902,1912.4193,2067.2292,1721.9651
392,2865.254,2139.8625,1112.4258,1805.8475,1771.4539,1566.2504,2793.9395,2484.4888,2911.8364,2185.3127
393,3084.4548,2124.8994,1180.7908,1799.6,1758.8574,1691.6173,2714.7996,2672.1562,2844.7903,2108.9182
394,3311.6614,2148.8252,1278.4929,1883.7014,1806.3018,1786.5424,2761.0608,2847.942,2988.3142,2093.8198
395,3458.2808,2219.4102,1365.5042,2014.0104,1854.8153,1866.0227,2831.2,2968.2183,3101.6755,2113.238
396,3444.8347,2272.9072,1381.1127,2083.4536,1865.2386,1885.7532,2846.9387,2997.795,3135.1018,2140.453
397,3388.0742,2323.5645,1427.8546,2162.5208,1877.8466,1895.9167,2841.5403,2965.941,3146.7969,2159.9343
398,3325.5852,2370.6365,1471.7263,2219.582,1886.8494,1899.1194,2854.0173,2988.845,3164.6958,2188.464
399,3254.4097,2406.643,1504.9993,2256.2476,1886.1348,1894.8989,2859.7024,2989.9297,3166.292,2207.6467
400,3189.1206,2432.8884,1537.8005,2282.875,1884.7825,1889.2578,2867.9192,2987.676,3165.203,2220.806
401,3132.2917,2453.084,1567.7052,2301.317,1882.2776,1884.7406,2878.3198,2980.8987,3161.407,2228.8538
402,3084.0962,2468.5981,1595.5289,2314.403,1879.8374,1881.4824,2889.0847,2971.9197,3157.0088,2233.1504
403,3043.331,2480.7236,1620.9559,2323.836,1877.4436,1879.6377,2899.0354,2960.7908,3151.9897,2234.6643
404,3008.705,2490.2397,1644.0216,2330.7158,1875.1914,1879.045,2907.3374,2947.7734,3146.501,2234.161
405,2979.5015,2497.7996,1664.9741,2335.862,1873.2328,1879.6929,2914.0176,2933.629,3140.836,2232.4238
406,2954.893,2503.8486,1683.9052,2339.6526,1871.5269,1881.4568,2919.1267,2918.6382,3134.9563,2229.9932
407,2933.9126,2508.645,1700.8925,2342.2253,1869.9297,1884.1456,2922.6738,2902.7095,3128.5955,2227.1453
408,1086.6595,792.3897,543.27423,588.5883,875.9726,572.81775,1336.2817,1235.6715,1175.1768,1105.9591
409,1152.2109,694.32965,565.6336,579.439,886.23834,546.0777,1253.835,1192.534,1157.9,1091.1267
410,1184.2343,675.2577,553.61237,584.7973,912.3363,527.26733,1257.8765,1139.9276,1170.8207,1147.8448
411,1194.8881,672.40485,562.5031,584.819,919.9246,529.7314,1233.467,1067.6285,1174.6292,1150.4231
412,1265.7239,699.1995,591.24976,611.3442,948.91254,562.98236,1263.3241,1042.7323,1219.4321,1162.2671
413,1270.9781,712.8795,595.9378,614.6935,948.9438,576.013,1266.7961,1026.0127,1214.0892,1166.1382
414,1265.1788,719.45306,598.4969,614.1605,945.3999,583.3938,1260.3191,1001.307,1203.0656,1160.6198
415,1263.3843,725.29236,600.4815,613.13306,943.11414,590.6841,1255.7423,981.2313,1194.5848,1155.8595
416,1259.0149,731.06635,600.7977,610.7883,940.03015,595.9183,1250.7037,965.0751,1184.3308,1151.5352
417,1254.2207,737.4921,600.6318,608.3582,937.1705,600.3719,1246.5394,951.3996,1174.4532,1147.2977
418,1249.7031,744.9436,600.34595,606.22437,934.91516,604.512,1243.8846,941.56665,1165.7988,1143.6349
419,1245.085,753.2252,599.8572,604.31134,932.9945,608.3281,1242.4446,934.99835,1158.154,1140.3158
420,1238.7969,761.3494,598.24524,601.87616,930.6016,611.2747,1241.4475,930.0545,1150.5927,1136.9244
421,1232.0157,769.6484,596.6289,599.5566,928.33124,613.87164,1240.644,924.81213,1143.4474,1133.1777
422,1224.8683,778.17755,594.87463,597.0849,926.0977,616.1635,1240.3146,918.95264,1136.6654,1129.5667
423,1218.4628,787.1757,593.5138,594.914,924.5191,618.36566,1240.8419,915.1553,1131.1974,1126.4855
424,1211.2661,795.6883,591.5499,592.2575,922.4882,619.9769,1241.3555,911.5677,1125.5547,1123.2971
425,1298.4469,1026.2628,516.96155,715.1603,1038.0016,689.52747,1578.4747,1427.7561,1455.2446,1303.4178
426,1447.2758,973.7973,595.06525,799.74854,1085.2869,738.5848,1569.7178,1353.0493,1504.6143,1318.6896
427,1420.8628,927.314,572.9373,789.3614,1052.3175,705.0499,1509.663,1325.0,1415.8726,1306.4587
428,1352.2115,883.55817,551.98785,748.0773,1010.72437,671.35297,1423.2661,1229.9686,1352.065,1256.1549
429,1398.4883,890.60956,568.68994,765.11816,1022.9001,690.6391,1423.0815,1188.9957,1376.1678,1237.8235
430,1389.3998,891.39606,565.0381,757.6839,1014.36145,695.012,1408.6385,1153.9617,1354.3307,1227.992
431,1373.9271,892.1047,565.14264,750.6335,1008.0061,694.96246,1390.802,1121.5647,1335.025,1215.7294
432,1365.4374,895.28076,566.6567,744.6885,1003.2583,696.8691,1378.4263,1098.9049,1320.3187,1205.9891
433,1354.0082,899.6893,566.2181,736.6839,996.8166,697.1409,1366.8387,1079.1625,1303.0815,1197.3726
434,1345.4275,906.777,566.8576,730.30176,991.9113,697.70245,1358.0276,1065.1989,1288.9572,1189.4989
435,1337.3447,915.29175,567.1252,724.2063,987.1911,698.2283,1351.2255,1055.7074,1275.9058,1182.2605
436,1327.6377,924.0338,566.1662,717.65875,982.1661,697.9561,1345.461,1048.3229,1263.0065,1175.2302
437,1317.4182,932.9763,564.72363,711.3128,977.5,697.32794,1340.7002,1042.064,1251.0952,1168.2865
438,1308.3882,942.6578,563.95306,705.97845,973.8032,697.04254,1337.0348,1037.3309,1241.0587,1161.5289
439,1299.0486,952.37134,562.8333,700.5148,970.10614,696.58,1334.1083,1032.654,1231.5427,1155.1581
440,1289.5939,961.9319,561.55475,695.0958,966.6563,695.8893,1331.754,1027.9854,1222.7538,1149.124
441,1280.9911,971.3567,560.63446,690.1847,963.8836,695.297,1330.1179,1024.9108,1215.3647,1143.5275
442,2586.1985,2066.8298,1133.6683,1725.895,1733.6562,1698.1516,2619.9578,2281.411,2647.2305,2082.3584
443,2742.2793,2226.7305,1252.1111,1912.0577,1732.9321,1900.6697,2677.7356,2201.5508,2692.781,2115.8672
444,2939.7861,2439.34,1349.5431,1950.8467,1775.7052,2017.2098,2876.6726,2594.1343,2796.6223,2223.054
445,3088.9104,2482.6416,1381.6825,1948.5225,1803.251,2100.1248,2910.8286,2734.7568,2875.8804,2255.994
446,3177.9038,2495.8054,1401.483,1995.6256,1836.3744,2157.4155,2914.194,2731.747,2930.8237,2275.7983
447,3228.9114,2509.5984,1419.504,2053.1072,1867.052,2193.9795,2921.1455,2741.758,2975.4841,2303.1926
448,3235.7227,2519.5864,1425.8019,2092.344,1883.2672,2209.597,2913.6133,2727.453,2990.5957,2324.7751
449,3218.826,2522.9736,1429.8882,2117.8276,1892.118,2213.4873,2905.4268,2706.0166,2989.5056,2339.3074
450,3191.8655,2521.5093,1431.691,2131.526,1896.3232,2211.7378,2900.6987,2682.4392,2978.5361,2347.9468
451,3161.6252,2516.1985,1431.7115,2136.3223,1897.8687,2207.4153,2898.1353,2656.8208,2961.9905,2351.8445
452,3131.1912,2508.2812,1430.336,2134.919,1897.8458,2202.5112,2896.0999,2629.0105,2942.5857,2352.1382
453,3101.5046,2498.815,1427.5485,2128.9863,1896.6407,2197.9346,2893.0864,2598.8293,2921.8572,2349.7583
454,3074.5974,2488.752,1424.4066,2120.6191,1895.0891,2194.554,2889.1,2569.8145,2902.2747,2346.1204
455,3050.136,2478.8162,1420.6693,2110.4795,1892.9038,2192.2214,2883.3193,2541.4685,2883.8384,2341.6816
456,3027.5073,2469.2544,1416.297,2099.021,1889.9901,2190.5737,2875.629,2513.8052,2866.4875,2336.649
457,3006.3665,2460.3152,1411.4111,2086.6853,1886.3566,2189.389,2866.3572,2486.892,2850.1194,2331.122
458,2986.5933,2452.1377,1406.184,2073.8218,1882.0833,2188.4443,2855.9602,2461.461,2834.7883,2325.2358
459,2085.826,1845.1937,652.32306,1210.8595,1519.3394,1212.4543,2306.837,2050.0715,2288.1626,1886.2117
460,1616.3588,1670.7281,549.3178,987.0405,1340.7263,1089.7501,1978.4869,1323.8896,1770.9867,1693.6322
461,1610.053,1696.276,566.90784,991.02563,1304.7709,1016.2403,1983.3512,1520.5845,1799.9049,1703.6133
462,1480.6382,1596.5319,519.1423,884.62354,1207.3151,927.8037,1862.7053,1455.0088,1649.8712,1618.0485
463,1445.0505,1560.4249,506.62665,862.2195,1169.6553,886.509,1801.8873,1431.7203,1604.386,1541.3066
464,1455.515,1558.0927,500.824,858.5899,1153.3948,872.05444,1787.7031,1454.706,1589.4119,1509.2441
465,1450.2465,1550.4475,493.10278,846.5483,1133.6743,855.4347,1760.181,1438.192,1559.1552,1478.7485
466,1457.2349,1555.0297,492.07248,846.46375,1125.416,846.3943,1743.2886,1428.4077,1545.6855,1455.2627
467,1458.3318,1556.5194,490.01947,844.2506,1116.7031,838.3425,1725.5962,1412.8848,1527.975,1433.7699
468,1456.1034,1557.4,488.00677,842.2093,1109.0984,830.66766,1707.6301,1394.0898,1510.3126,1412.4869
469,1453.175,1558.2305,486.3524,840.8271,1102.6881,823.9,1690.944,1377.1576,1493.8848,1392.2617
470,1447.8131,1558.1849,484.1386,838.3645,1096.0253,817.02515,1674.287,1358.9908,1476.4421,1372.6458
471,1442.571,1558.5958,482.21393,836.26874,1090.2903,810.66235,1658.853,1342.8827,1460.4738,1354.0625
472,1436.974,1558.7954,480.2605,833.85345,1084.9272,804.64044,1644.3958,1328.0302,1445.1094,1336.5865
473,1431.313,1558.7423,478.40488,831.34186,1080.12,798.97705,1630.9508,1314.6355,1430.7859,1320.153
474,1424.513,1558.135,476.20267,827.97406,1075.234,793.2702,1618.1349,1300.1177,1416.3209,1304.6644
475,1418.2332,1557.7106,474.37305,824.96204,1071.1932,788.0433,1606.6025,1287.3998,1403.5067,1290.2507
476,1382.6855,1168.6444,488.29266,757.7528,1107.4023,731.4995,1688.5653,1495.6367,1580.7885,1402.1461
